number,title,image,year,location,color_1,color_2,color_3,color_4,color_5
404,The Seine with a Rowing Boat (b/w copy),Van_Gogh_-_Die_Seine_mit_Ruderboot.jpeg,1887,Private collection (F298),#5D6D64,#A4B19F,#3F4C3F,#646347,#697364
405,Walk Along the Banks of the Seine Near Asnieres,Van_Gogh_-_Spaziergang_am_Ufer_der_Seine_bei_Asnières.jpeg,1887,"Van Gogh Museum, Amsterdam (F299)",#7E9DAA,#898F8D,#566A64,#9B957E,#C5BBB0
406,View of a River with Rowing Boats,Van_Gogh_-_Flußlandschaft_mit_Ruderbooten_am_Ufer.jpeg,1887,Private collection (F300),#628089,#A2ACBB,#7E96A7,#7B909C,#B2ADA2
407,The Seine Bridge at Asnieres,Vincent_van_Gogh_-_Bridges_across_the_Seine_at_Asnieres.jpg,1887,"Foundation E.G. Bührle Collection, Zurich (F301)",#D2C59E,#A78A5D,#5E5648,#898D83,#998D73
408,Banks of the Seine with the Pont de Clichy,Van_Gogh_-_Seineufer_bei_der_Pont_de_Clichy.jpeg,1887,"Private collection of Philip Niarchos or Tate Gallery, London (F302)",#988B44,#BAA98B,#C2B16B,#BAAD4E,#C5BABD
409,Bridges at Asniers also The Seine with the Pont de Clichy,Van_Gogh_-_Die_Seine_mit_der_Pont_de_Clichy.jpeg,1887,"Wallraf-Richartz Museum, Cologne, Germany (F303)",#B0C0B1,#718F7F,#D0CC85,#AEA445,#D1D4B8
410,The Seine with the Pont de la Grande Jatte,WLANL_-_artanonymous_-_De_Seine_met_de_Pont_de_la_Grande_Jatte.jpg,1887,"Van Gogh Museum, Amsterdam (F304)",#B2ACAE,#857D6A,#6D767B,#8F9294,#52554D
411,Entrance of Voyer d'Argenson Park at Asnières,Entrata_Parco_Vincent_van_Gogh.jpg,1887,Private Collection (F305),#463927,#7F5E36,#72542C,#9D8360,#6F5D42
412,Undergrowth,Van_Gogh_-_Unterholz.jpeg,1887,"Centraal Museum, Utrecht, Netherlands (F306)",#9E8D4C,#9B8A4B,#97874D,#9A8B4D,#9A8B4F
413,Trees and Undergrowth,Van_Gogh_-_Bäume_und_Unterholz.jpeg,1887,"Van Gogh Museum, Amsterdam (F307)",#495A37,#577251,#697A4B,#6B8A5F,#929559
414,Undergrowth,Van_Gogh_-Unterholz.jpeg,1887,"Van Gogh Museum, Amsterdam (F308)",#7A7353,#6F6948,#514A30,#746C51,#949069
415,Path in the Woods,Van_Gogh_-_Waldweg.jpeg,1887,"Van Gogh Museum, Amsterdam (F309)",#86854D,#7B7D5B,#50512B,#A6A77D,#69725F
416,Trees and Undergrowth,Van_Gogh_-_Bäume_und_Unterholz2.jpeg,1887,"Van Gogh Museum, Amsterdam (F309a)",#585E4C,#616B53,#7D8964,#5E6949,#3F472F
417,Wheat Field with a Lark,Van_Gogh_-_Getreidefeld_mit_Mohnblumen_und_Lerche.jpeg,1887," reportedly at Van Gogh Museum, Amsterdam (F310)",#A5965A,#726C43,#BBC7D1,#CDB560,#94A0B3
418,Edge of a Wheatfield with Poppies,Van_Gogh_-_Rand_eines_Weizenfeldes_mit_Mohnblumen.jpeg,1887,Private collection (image shown illustratively is the black/white drawing) (F310a),#95919B,#8E8993,#BBB8C1,#928E98,#5F5A64
419,Bathing Float on the Seine at Asnieres,Van_Gogh_-_Badeboot_an_der_Seine_bei_Asnières.jpeg,1887,"Virginia Museum of Fine Arts, Richmond, Virginia (F311)",#6B6653,#8B8672,#A89977,#908E90,#BEB3A2
420,"The Restaurant de la Sirène, Asnières",Van_Gogh_-_Das_Restaurant_de_la_Sirène_in_Asnières.jpeg,1887,"Ashmolean Museum, Oxford, England (F312)",#BEB99E,#D3CBBF,#868F71,#B3A972,#BAB594
421,The Restaurant de la Sirène at Asnières,Van_Gogh_-_Das_Restaurant_de_la_Siréne_in_Asniéres.jpeg,1887,"Musée d'Orsay, Paris (F313)",#A29F83,#888F7B,#A5945F,#6F6A49,#C8C29F
422,Couples in the Voyer d'Argenson park at Asnieres,WLANL_-_artanonymous_-_Verliefde_paartjes_in_het_park_Voyer_d'Argenson_te_Asnières.jpg,1887,"Van Gogh Museum, Amsterdam (F314)",#908767,#848D91,#A3A7AB,#5A5D3F,#737A6D
423,Corner of Voyer d'Argenson Park at Asnieres,Van_Gogh_-_Winkel_im_Park_Voyer_d'_Argeson_in_Asnières.jpeg,1887,Private collection (F315),#6A693B,#888F6A,#978C5E,#A3914C,#C0B782
424,Vegetable Gardens in Montmartre: La Butte Montmartre,Van_Gogh_-_Gemüsegärten_am_Montmartre.jpeg,1887,"Van Gogh Museum, Amsterdam (F316)",#D2C9C8,#C1B59A,#9CA4AC,#73714A,#B59F66
425,Factories at Asnieres Seen from the Quai de Clichy,"Vincent_van_Gogh_-_Factories_at_Asnières,_Seen_from_the_Quai_de_Clichy.jpg",1887,"Saint Louis Art Museum, St. Louis, Missouri (F317)",#B3A87F,#C8CDB3,#94803F,#AAAB96,#BDA961
426,The Factory at Asnieres,Van_Gogh_The_Factory_at_Asnieres.jpg,1887,"Barnes Foundation, Merion, Pennsylvania (F318)",#9D7335,#4B4123,#B1985F,#787B58,#9FB890
427,Self-Portrait with a Japanese Print,Van_Gogh_-_Selbstbildnis_mit_japanischen_Druck.jpeg,1887,"Kunstmuseum Basel, Switzerland (F319)",#4A4D3D,#D1D0AD,#C2B674,#8D9787,#978A52
428,Self-Portrait,Van_Gogh_Self-Portrait_Autumn_1887.jpg,1887,"Musée d'Orsay, Paris (F320)",#D3BC8C,#454C4F,#83827D,#736757,#2A2F2C
429,Exterior of a Restaurant at Asnieres,Van_Gogh_-_Eingang_eines_Restaurants_in_Asnières.jpeg,1887,"Van Gogh Museum, Amsterdam (F321)",#DAC681,#B4B674,#99924A,#BBB162,#D2B84B
430,"Vase with Lilacs, Daisies and Anemones","Van_Gogh_-_Vase_mit_Flieder,_Margeriten_und_Anemonen.jpeg",1887,Musée d'Art et d'Histoire (Geneva) (F322),#70644C,#717E91,#BAAA7D,#7B9AB7,#6B7073
431,Vase with Daisies and Anemones,Van_Gogh_-_Vase_mit_Margeriten_und_Anemonen.jpeg,1887,"Kröller-Müller Museum, Otterlo (F323)",#6B6C46,#7B9989,#8E7D49,#B19D54,#B3B18F
432,Vase with Cornflowers and Poppies,Vase-with-Cornflowers-and-Poppies_F324.jpg,1887,Private collection (F324),#AEBEAF,#41636D,#202618,#4B5240,#2A3F40
433,Nude Woman Reclining (Recumbent Nude),Van_Gogh_-_Weiblicher_Rückenakt.jpeg,1887,"Kröller-Müller Museum, Otterlo, Netherlands (F328)",#CBC3B4,#9E8C79,#8F725B,#B29274,#624E40
434,"Nude Woman Reclining, Seen from the Back",Van_Gogh_-_Liegender_weiblicher_Akt.jpeg,1887,Private collection (F329),#AC8F5B,#CFC591,#C3A765,#897D53,#ADA971
435,Nude Woman on a Bed,Van_Gogh_Nude_Woman_on_a_Bed.jpg,1887,"Barnes Foundation, Merion, Pennsylvania (F330)",#FAF5ED,#BEAE9A,#E2CFB2,#896F5F,#9FA1A0
436,A Pair of Boots,Van_Gogh_-_Ein_Paar_Schuhe1.jpeg,1887,"Baltimore Museum of Art, Baltimore, Maryland (F333)",#C6AC8D,#384338,#618295,#54635B,#87816C
437,Still Life with a Basket of Crocuses,Van_Gogh_-_Stillleben_mit_Krokussen_in_einem_Korb.jpeg,1887,"Van Gogh Museum, Amsterdam (F334)",#BEA577,#B79D6A,#7C674B,#D6C186,#C7AC62
438,Still Life with Three Books,Van_Gogh_-_Stillleben_mit_drei_Büchern.jpeg,1887,"Van Gogh Museum, Amsterdam (F335)",#8A6437,#C6A868,#AD8A4A,#C9AB3D,#EEEBED
439,Basket of Sprouting Bulbs,Van_Gogh_-_Korb_mit_Blumenzwiebeln.jpeg,1887,"Van Gogh Museum, Amsterdam (F336)",#C6A752,#D5C28A,#9F8661,#584631,#EDE8E4
440,Flowerpot with Chives,Van_Gogh_-_Blumentopf_mit_Schnittlauch.jpeg,1887,"Van Gogh Museum, Amsterdam (F337)",#968145,#A68441,#726834,#BDAA74,#B38F4C
441,Still Life with Lemons on a plate,Van_Gogh_-_Stillleben_mit_Zitronen_auf_einem_Teller.jpeg,1887,"Van Gogh Museum, Amsterdam (F338)",#BDAF65,#8EA194,#BCBCAC,#766C57,#9F8F70
442,Still Life with Glass of Absinthe and a Carafe,Van_Gogh_-_Still_Life_with_Absinthe.jpg,1887,"Van Gogh Museum, Amsterdam (F339)",#6C4012,#B99C64,#E0BF89,#98743C,#BD8F48
443,Still Life with Decanter and Lemons on a Plate,Van_Gogh_-_Stillleben_mit_Flasche_und_Zitronen_auf_einem_Teller.jpeg,1887,"Rijksmuseum, Amsterdam (F340)",#C28540,#A89A7C,#DDD1BD,#DDAE70,#76734B
444,View of Paris from Vincent's Room in the Rue Lepic,Zicht_op_Parijs_vanuit_Vincents_kamer_in_de_rue_Lepic.jpg,1887,"Van Gogh Museum, Amsterdam (F341)",#7B8A74,#879D85,#9AA180,#5B6044,#BBCCB5
445,View from Vincent's Window,Van_Gogh_-_Blick_auf_Paris_aus_Vincents_Zimmer_in_der_Rue_Lepic1.jpeg,1887,Private collection (F341a),#AFB3BD,#7B818A,#A7AAAF,#CFD3DD,#A0ACC0
446,Interior of a Restaurant,Van_Gogh_-_Interieur_eines_Restaurants.jpeg,1887,"Kröller-Müller Museum, Otterlo, Netherlands (F342)",#A8A164,#6E6A35,#988F47,#BDBD95,#888858
447,Portrait of the Art Dealer Alexander Reid,Van_Gogh_-_Bildnis_des_Kunsthändlers_Alexander_Reid.jpeg,1887,"Kelvingrove Art Gallery and Museum, Glasgow, Scotland (F343)",#82785F,#866A54,#634F37,#7C684F,#9F8C71
448,Self-Portrait,VanGogh_1887_Selbstbildnis.jpg,1887,Art Institute of Chicago (F345),#A7835D,#4F5C50,#1F3430,#614430,#42332A
449,Vegetable Gardens in Montmartre: La Butte Montmartre,Van_Gogh_-_Gemüsegärten_auf_dem_Montmartre.jpeg,1887,"Van Gogh Museum, Amsterdam (F346)",#D7D8B8,#C9C799,#C2C9D3,#B1B48D,#798767
450,Street Scene in Montmartre: Le Moulin a Poivre,Vincent_Willem_van_Gogh_133.jpg,1887,"Van Gogh Museum, Amsterdam (F347)",#694F43,#8F7C6D,#A0917A,#BCA98D,#AB7E63
451,Le Moulin de la Galette,Van_Gogh_-_Le_Moulin_de_la_Galette8.jpeg,1887,"Carnegie Museum of Art, Pittsburgh, Pennsylvania (F348a)",#BBB394,#98A265,#A1B8D0,#76864D,#7C95A5
452,Vegetable Gardens in Montmartre: La Butte Montmartre,Vincent_Willem_van_Gogh_045.jpg,1887,"Stedelijk Museum, Amsterdam (F350)",#C7AC60,#AB9B6B,#8E9589,#C0BB99,#857540
453,On the Outskirts of Paris,Van_Gogh_-_Am_Stadtrand_von_Paris1.jpeg,1887,Private Collection (F351),#788AB7,#9CA9C7,#A2A290,#6B7377,#DAD8D6
454,River Bank in Springtime also Banks of the Seine with the Pont de Clichy,Van_Gogh_-_Seineufer_im_Frühling_an_der_Pont_de_Clichy.jpeg,1887,"Dallas Museum of Art, Dallas, Texas (F352)",#8B9A75,#B4BA9A,#948E67,#646447,#7E856E
455,The Banks of the Seine with Boats (b/w copy),Van_Gogh_-_Seineufer_mit_Booten.jpeg,1887,Private collection (F353),#C9C4CE,#6A636D,#9F99A3,#A39CA6,#9D96A0
456,"Fishing in Spring, the Pont de Clichy (Asnières)",Van_Gogh_-_Angler_und_Boote_an_der_Pont_de_Clichy.jpeg,1887,Art Institute of Chicago (F354),#4F6954,#9FA666,#91AAA5,#BDC7C4,#5A8595
457,The Rispal Restaurant at Asnières,Van_Gogh_-_Das_Restaurant_Rispal_in_Asniéres.jpeg,1887,"Nelson-Atkins Museum of Fine Art, Kansas City (F355) ",#B2A386,#7A6C51,#C3CCD8,#98A1BC,#CCB892
458,Self-Portrait,Self-Portrait4.jpg,1887,"Van Gogh Museum, Amsterdam (F356)",#AE9E5C,#867740,#6E5623,#535030,#8F7B42
459,Still Life with Piles of French Novels and a Glass with a Rose (Romans Parisiens),Libri_Vincent_van_Gogh.jpg,1887,"Private Collection, Switzerland (F359)",#A67256,#A1774E,#B27849,#CAA57C,#7B4728
460,"Still Life with Plaster Statuette, a Rose and Two Novels","Van_Gogh_-_Stillleben_mit_Gipstorso,_einer_Rose_und_zwei_Romanen.jpeg",1887,"Kröller-Müller Museum, Otterlo (F360)",#959890,#737171,#595340,#C3C2B9,#D0BC7C
461,Outskirts of Paris: Road with Peasant Shouldering a Spade,Van_Gogh_-_Straße_am_Stadtrand_von_Paris_mit_Männlicher_Figur_mit_Spaten.jpeg,1887,Private collection (F361),#B8B598,#A6A575,#828759,#C4C6C0,#BBB67C
462,Park at Asnieres in Spring,Van_Gogh_-_Park_in_Asnières_im_Frühling.jpeg,1887,Private collection (F362),#8F9861,#8B8F4A,#81863F,#5B643C,#727B47
463,Portrait of Pére Tanguy,Van_Gogh_-_Portrait_of_Pere_Tanguy_1887-8.JPG,1887,"Musée Rodin, Paris, France (F363)",#535239,#9A8D66,#3A4E63,#828C98,#696762
464,Woman Sitting in the Grass,"Van_Gogh_-_Frau,_im_Gras_sitzend.jpeg",1887,Private collection (F367),#747E65,#BFB372,#465132,#84753F,#74824E
465,A Woman Walking in a Garden,Vangogh_femme-dans-un-jardin.jpg,1887,Private collection (F368),#406216,#588244,#6B5E29,#8C9442,#2B5E47
466,"Mother by a Cradle, Portrait of Leonie Rose Davy-Charbuy","Van_Gogh_-_Frau,_neben_einer_Wiege_sitzend.jpeg",1887,"Van Gogh Museum, Amsterdam (F369)",#9B8B64,#A59F8C,#BAAE8B,#6D6249,#8B8168
467,Agostina Segatori Sitting in the Café du Tambourin,Vincent_van_Gogh_-_In_the_café_-_Agostina_Segatori_in_Le_Tambourin_-_Google_Art_Project_2.jpg,1887,"Van Gogh Museum, Amsterdam (F370)",#947435,#403425,#646A4C,#8B9173,#B5B595
468,Japonaiserie: Flowering Plum Tree after Hiroshige's Plum Park in Kameido,Vincent_van_Gogh_-_Bloeiende_pruimenboomgaard-_naar_Hiroshige_-_Google_Art_Project.jpg,1887,"Van Gogh Museum, Amsterdam (F371)",#6D5538,#3D1D14,#994812,#454A26,#B39B6D
469,Japonaiserie: Bridge in the Rain after Hiroshige's Sudden Shower over Shin-Ōhashi bridge and Atake,Van_Gogh_-_Die_Brücke_im_Regen_(nach_Hiroshige).jpeg,1887,"Van Gogh Museum, Amsterdam (F372)",#C29443,#969AA2,#757056,#454436,#61708C
470,The Courtesan (after Eisen) and Copy after Eisen,Van_Gogh_-_la_courtisane.jpg,1887,"Van Gogh Museum, Amsterdam (F373)",#564B2B,#8B7A43,#BCA954,#818684,#595E5A
471,Still Life with Red Cabbages and Onions,WLANL_-_artanonymous_-_Still_Life_with_Red_Cabbages_and_Onions.jpg,1887,"Van Gogh Museum, Amsterdam (F374)",#B7B4B9,#928446,#A69470,#848491,#51464E
472,Two Cut Sunflowers,Vincent_van_Gogh_-_Sunflowers_(Metropolitan_Museum_of_Art).jpg,1887,"Metropolitan Museum of Art, New York (F375)",#6B5A49,#576478,#A26B27,#4D2D17,#B09874
473,Two Cut Sunflowers,Van_Gogh_-_Zwei_abgeschnittene_Sonnenblumen1.jpeg,1887,"Kunstmuseum Bern, Switzerland (F376)",#5D4D29,#756B50,#B89758,#8E7443,#877439
474,Two Cut Sunflowers,Van_Gogh_-_Zwei_abgeschnittene_Sonnenblumen.jpeg,1887,"Van Gogh Museum, Amsterdam (F377)",#91863B,#525234,#8A834F,#788459,#B3A660
475,Still Life with Basket of Apples (to Lucien Pissarro),Van_Gogh_-_Stillleben_mit_Apfelkorb_(Lucien_Pissarro_gewidmet).jpeg,1887,"Kröller-Müller Museum, Otterlo, Netherlands (F378)",#D0CEA7,#897946,#A0A47A,#BEB57A,#B2B58F
476,Still Life with Basket of Apples,Van_Gogh_-_Stillleben_mit_Apfelkorb4.jpeg,1887–88,"Saint Louis Art Museum, St Louis, Missouri (F379)",#C5AA7D,#D6BC4B,#E5D166,#A38542,#E4D694
477,Self-Portrait,Self-Portrait3.jpg,1887,"Kröller-Müller Museum, Otterlo, Netherlands (F380)",#554C2A,#82622E,#C0A15E,#A07335,#7C764E
478,Italian Woman (Agostina Segatori),L'italiana.jpg,1887,"Musée d'Orsay, Paris (F381)",#966023,#E5C22D,#CB9617,#B09F6E,#57361A
479,"Still Life with Apples, Pears, Lemons and Grapes","Van_Gogh_-_Stillleben_mit_Trauben,_Äpfeln,_Zitronen_und_Birne.jpeg",1887,Art Institute of Chicago (F382),#51432E,#847154,#C6BCA2,#C19B54,#9F9781
480,"Still Life with Grapes, Pears and Lemons","Van_Gogh_-_Stillleben_mit_Trauben,_Birnen_und_Zitronen.jpg",1887,"Van Gogh Museum, Amsterdam (F383)",#E3B359,#D6A24C,#AF7F43,#CB9636,#CF9A51
481,Garden with Sunflowers,Van_Gogh_-_Garten_mit_Sonnenblume_und_weiblicher_Figur.jpeg,1887,"Van Gogh Museum, Amsterdam (F388v)",#A0753E,#685830,#A1905C,#80764B,#CBAA7A
482,Four Sunflowers Gone to Seed,Four_Withered_Sunflowers.jpg,1887,"Kröller-Müller Museum, Otterlo, Netherlands (F452)",#755936,#2E2619,#4D5157,#9A876C,#5C4323
483,Self-Portrait with Straw Hat,Vincent_van_Gogh_-_Zelfportret_-_Google_Art_Project.jpg,1887,"Van Gogh Museum, Amsterdam, Netherlands (F469)",#C6AD80,#B9A485,#D5C09E,#BEAB91,#A08861
484,Self-Portrait with Straw Hat and Pipe,Vincent_Willem_van_Gogh_110.jpg,1887,"Van Gogh Museum, Amsterdam (F524)",#BEBEA5,#DAAD60,#6F5438,#BC8541,#889379
485,Self-Portrait with Straw Hat,Van_Gogh_Self-Portrait_with_Straw_Hat_1887-Detroit.jpg,1887,"Detroit Institute of Arts, Michigan (F526)",#998A6D,#AFAB9B,#66626D,#D2A649,#A58266
486,Pasture in Bloom,Van_Gogh_-_Blühende_Wiese.jpeg,1887,"Kröller-Müller Museum, Otterlo, Netherlands (F583)",#928C5D,#736D42,#8A855A,#B1AA7C,#999366
487,Chrysanthemums and Wild Flowers in a Vase,Van_Gogh_-_Vase_mit_Chrysanthemen_und_Feldblumen.jpeg,1887,"Metropolitan Museum of Art, New York (F588)",#8C8362,#9F7442,#D0C299,#332E23,#62593B
488,Still Life with Quince Pears,Van_Gogh_-_Stillleben_mit_Birnen.jpeg,1887,"Galerie Neue Meister, Dresden, Germany (F602)",#77705F,#9F683A,#D3A34D,#4F4434,#9BA294
489,Still Life with Grapes,Van_Gogh_-_Stillleben_mit_Weintrauben.jpeg,1887,"Van Gogh Museum, Amsterdam (F603)",#9C8760,#C8A94C,#685431,#A4832B,#A88843
490,House with Sunflowers (b/w copy),Van_Gogh_-_Haus_mit_Sonnenblumen.jpeg,1887,Private collection (F810),#5E575F,#8E8990,#5C575C,#342F35,#585258
491,Self-Portraits (pencil and ink),Van_Gogh_-_Selbstbildnisse.jpeg,1887,"Van Gogh Museum, Amsterdam (F1378r)",#DBC5A3,#BAA688,#E7D1AF,#E0C8A4,#D7C2A0
492,Street Scene in Montmartre,Van_Gogh_-_Straßenszene_auf_dem_Montmartre.jpeg,1887,"Private collection (No F number, JH1240)",#A4A1AA,#A9A6AE,#A39FA8,#C9C7CF,#737079
493,"The Fortifications of Paris with Houses or The Ramparts of Paris, watercolor",The_Fortifications_of_Paris_with_Houses_or_The_Ramparts_of_Paris_f_1403.jpg,1887,"Whitworth Art Gallery, Manchester, England (F1403)",#5A5F65,#B4AB96,#7390B7,#EBE9D9,#9FBEDD
494,"Outskirts of Paris near Montmartre, watercolor",Van_Gogh_-_Am_Stadtrand_von_Paris_nahe_Montmartre.jpeg,1887," Stedelijk Museum, Amsterdam (F1410)",#B4AE8D,#80939C,#928C68,#D5CDB9,#5E5941
495,Flowers in a Blue Vase,Van_Gogh_-_Flowers_in_a_blue_vase_-_June_1887.jpg,1887,"Private collection (no F#, Add20)  ",#8E7D4A,#B9C1B5,#533D31,#728B9D,#67656A
496,Portrait of Père Tanguy,Van_Gogh_-_Bildnis_Père_Tanguy1.jpeg,1887-88,"Private collection of Philip Niarchos or Tate Gallery, London (F364)",#C8B592,#A77658,#444543,#7C634E,#69746D
497,Self-Portrait with Felt Hat,Vincent_Willem_van_Gogh_107.jpg,1887-1888,"Van Gogh Museum, Amsterdam, Netherlands (F344)",#6A6C86,#D2A172,#47475F,#895232,#2A1A23
498,Self-Portrait with Straw Hat,Van_Gogh_Self-Portrait_with_Straw_Hat_1887-Metropolitan.jpg,1887–88,"Metropolitan Museum of Art, New York (F365v)",#73603F,#AA8F69,#8E8170,#C2AF92,#CBAE4A
499,Self-Portrait,Van_Gogh_-_Selbstbildnis_29.jpeg,1887-88,"Foundation E.G. Bührle Collection, Zürich (F366)",#847658,#BAA97F,#918364,#655B44,#8B7C5D
500,Landscape with Snow,Van_Gogh_-_Landschaft_im_Schnee.jpg,1888,"Solomon R. Guggenheim Museum, New York (F290)",#8F926A,#A2A881,#96996F,#A5A982,#979C73
501,Boats at Saintes-Maries,GUGG_Boats_at_Saintes-Maries.jpg,1888,"Solomon R. Guggenheim Museum, New York",#96866D,#B4A388,#D2C3AB,#B7A78C,#B9A992
502,Still Life: French Novels,Van_Gogh_-_Stillleben_mit_französischen_Romanen.jpeg,1888,"Van Gogh Museum, Amsterdam (F358)",#B68E44,#CAB28D,#BB9F76,#D7AC43,#E4CDB1
503,"Still Life: Bottle, Oranges, and a Basket of Lemons","Van_Gogh_-_Stillleben_mit_Flasche,_Zitronen_und_Orangen.jpeg",1888,"Kröller-Müller Museum, Otterlo, Netherlands (F384)",#C5B668,#9CA08A,#5F5644,#CFCEA6,#749987
504,Still Life: Potatoes in a Yellow Dish,Van_Gogh_-_Stillleben_mit_Kartoffeln_in_gelber_Schüssel.jpeg,1888,"Kröller-Müller Museum, Otterlo, Netherlands (F386)",#D8C2A8,#BAA07C,#746A62,#9F989D,#A99247
505,A Pork-Butcher's Shop Seen from a Window,"Van_Gogh_-_Metzgerei,_durch_ein_Fenster_gesehen.jpeg",1888,"Van Gogh Museum, Amsterdam, Netherlands (F389)",#645A3B,#8B9374,#B88A41,#C3C9A9,#CEBC6A
506,An Old Woman of Arles,Van_Gogh_-_Alte_Frau_aus_Arles.jpeg,1888,"Van Gogh Museum, Amsterdam, Netherlands (F390)",#A48C72,#997249,#4A516B,#878586,#CEC2AA
507,Snowy Landscape with Arles in the Background,Van_Gogh_-_Landschaft_im_Schnee_mit_Arles_im_Hintergrund.jpeg,1888,"Private Collection, London (F391)",#BEC9C7,#A6AFAB,#8B8157,#A9AB99,#A6A58C
508,Blossoming Almond Branch in a Glass,Van_Gogh_-_Blühender_Mandelbaumzweig_in_einem_Glas.jpeg,1888,"Van Gogh Museum, Amsterdam, Netherlands (F392)",#B09B67,#BDB6B5,#CEC7C1,#A3A9A0,#CEC48F
509,Blossoming Almond Branch in a Glass with a Book,Vincent_van_Gogh_-_Blossoming_Almond_Branch_in_a_Glass_with_a_Book.jpg,1888,Private collection (F393) ,#E8E1B3,#96786E,#B4B495,#5A6E6E,#A8A599
510,Pink Peach Tree in Blossom (Souvenir de Mauve),Vincent_Willem_van_Gogh_113.jpg,1888,"Kröller-Müller Museum, Otterlo, Netherlands (F394)",#7488A9,#7D7784,#A08986,#B7ADB2,#765A57
511,Still Life with Basket and Six Oranges,Van_Gogh_-_Stillleben_mit_Apfelsinenkorb.jpeg,1888,Private collection (F395),#CE8955,#E1CEAA,#9F9685,#CFB991,#BCAE96
512,The Gleize Bridge over the Vigueirat Canal,Van_Gogh_-_Pont_de_Gleize_bei_Arles.jpeg,1888,Private collection (F396),#9998AF,#BD8E62,#755B4F,#C9C6CC,#98898F
513,The Langlois Bridge at Arles with Women Washing,Van_Gogh_-Die_Brücke_von_Langlois_in_Arles_mit_Wäscherinnen.jpeg,1888,"Kröller-Müller Museum, Otterlo, Netherlands (F397)",#B2C0C0,#7E8B7A,#746F41,#97A194,#BAA65D
514,Avenue of Plane Trees near Arles Station,"Le_Train_Bleu,_by_Vincent_van_Gogh,_from_C2RMF.jpg",1888,"Musée Rodin, Paris, France (F398)",#928C76,#96855F,#ACA185,#7F8783,#625D4E
515,Apricot Trees in Blossom,Van_Gogh_-_Blühender_Obstgarten_mit_Aprikosenbäumen.jpeg,1888,"Collection Continental Art Holdings, Ltd., Johannesburg (F399)",#7E747F,#746A75,#7B717C,#716872,#786F7A
516,The Langlois Bridge at Arles with Road Alongside the Canal,Van_Gogh_-Die_Brücke_von_Langlois_in_Arles.jpeg,1888,"Van Gogh Museum, Amsterdam (F400)",#D8CBB4,#8E8065,#C0BAAE,#CEB385,#ACACA5
517,The White Orchard,Van_Gogh_-_Obstgarten_mit_blühenden_Pflaumenbäumen.jpg,1888,"Van Gogh Museum, Amsterdam (F403)",#828C63,#B7B986,#4D5833,#E3EBD6,#B1BD9E
518,Peach Tree in Blossom,Vincent_Willem_van_Gogh_014.jpg,1888,"Van Gogh Museum, Amsterdam, Netherlands (F404)",#877160,#8A7563,#8B7867,#8D7A6A,#877160
519,Blossoming Pear Tree,WLANL_-_artanonymous_-_Bloeiend_perenboompje.jpg,1888,"Van Gogh Museum, Amsterdam (F405)",#7C7C6E,#55564B,#777D79,#999A8F,#827A5D
520,Orchard and House with Orange Roof (Orchard in Blossom),Van_Gogh_-_Blühender_Obstgarten2.jpeg,1888,"Private Collection, Switzerland (F406)",#697258,#9D9F80,#6CA9C9,#CBC8AA,#9CC2D5
521,"Path Through a Field with Willows, b/w copy",Van_Gogh_-_Pfad_durch_eine_Wiese_mit_Weiden.jpeg,1888,Private collection (F407),#926B39,#9AA3A1,#635D5B,#5C3C11,#6892AA
522,Farmhouse in a Wheat Field,Farmhouses_in_a_Wheat_Field.jpg,1888,"reportedly at Van Gogh Museum, Amsterdam (F408)",#929347,#6B6C36,#ACC5AE,#689BB1,#30311B
523,View of Arles with Irises in the Foreground (Field with Flowers),VanGogh-View_of_Arles_with_Irises.jpg,1888,"Van Gogh Museum, Amsterdam (F409)",#647145,#3E4D2B,#A9B380,#73927D,#97954A
524,"Still Life: Coffeepot, Earthenware and Fruit","Van_Gogh_-_Stillleben_mit_Kaffeekanne,_Geschirr_und_Früchten.jpeg",1888,"Collection Basil P. and Elise Goulandris, Lausanne, Switzerland (F410)",#A6775F,#98A4A6,#D0C678,#B39B46,#514F4A
525,Wheat Field also Wheat Field with the Alpilles Foothills in the Background,Van_Gogh_-_Weizenfeld_mit_Hügeln_der_Alpilles_im_Hintergrund.jpeg,1888,"Van Gogh Museum, Amsterdam, Netherlands (F411)",#92B187,#888D57,#465135,#638965,#D4C057
526,"The Harvest also Harvest at La Crau, with Montmajour in the Background",Vincent_Van_Gogh_0019.jpg,1888,"Van Gogh Museum, Amsterdam, Netherlands (F412)",#7CA88C,#60562E,#B49741,#CBBB7F,#997B3E
527,Fishing Boats on the Beach at Saintes-Maries,Van_Gogh_-_Fischerboote_am_Strand_von_Saintes-Maries1.jpeg,June 1888,"Van Gogh Museum, Amsterdam, Netherlands (F413)",#BABEC3,#9AA2A7,#B09C72,#C0B18E,#79775F
528,The Sea at Les Saintes-Maries-de-la-Mer,Van_Gogh_-_Fischerboote_bei_Saintes-Maries.jpeg,1888,"Van Gogh Museum, Amsterdam (F415)",#A3A686,#78846F,#9CA8B2,#BCBEB1,#8B989E
529,View of Saintes-Maries,Van_Gogh_-_Blick_auf_Saites-Maries1.jpeg,1888,"Kröller-Müller Museum, Otterlo, Netherlands (F416)",#706961,#B28150,#B1B594,#959171,#4D4944
